,Sex,Race,CompositeGrades,StandardizedTestQuartile,TimeSpentOnHomeworkInSchool,TimeSpentOnHomeworkOutOfSchool,TimeSpentOnExtracurriculars,ParentsHighestLevelEducation,Socio-economicStatusQuartile,Tutored,FathersWishes,MothersWishes,GradesUndergrad
414,Female,Black,3.5,2,1,2,1,3,2,-9,7,5,0
415,Female,White,4.0,4,3,7,3,5,4,-9,6,6,0
416,Male,White,2.5,3,1,3,2,6,4,-3,5,5,0
417,Female,Black,3.0,1,1,2,1,2,1,-9,6,6,0
418,Female,White,3.0,4,2,6,0,5,4,-3,6,6,1
419,Male,White,3.8,4,2,4,4,3,3,-3,6,6,1
420,Female,White,2.3,1,7,0,0,1,1,-9,4,2,0
421,Male,White,3.3,3,3,4,2,3,3,-9,6,6,1
422,Male,White,3.5,4,2,2,1,5,4,-9,5,5,0
423,Male,White,3.3,4,2,5,2,6,4,-9,6,5,1
424,Male,White,2.3,2,5,2,0,6,4,-9,6,4,0
425,Female,White,2.3,1,3,0,1,3,1,-9,3,3,1
426,Female,White,2.8,2,2,1,0,3,2,-9,6,6,0
427,Male,White,2.5,1,0,2,0,3,2,-9,5,5,0
428,Male,White,2.5,3,3,2,98,4,4,-9,5,5,0
429,Male,White,9.8,9,99,99,99,3,8,-9,7,2,0
430,Female,White,3.5,2,96,98,0,7,2,-9,5,5,1
431,Male,White,2.3,2,1,2,0,2,1,-9,2,2,0
432,Female,White,3.3,4,1,3,1,5,4,-9,98,98,1
433,Male,Black,2.8,3,6,3,1,4,3,-9,5,5,1
434,Male,White,2.5,3,3,2,1,3,4,-9,5,5,1
435,Female,White,3.8,4,1,3,1,4,4,-9,6,6,1
436,Male,White,2.5,3,1,6,0,2,1,-9,7,7,0
437,Male,White,3.8,4,2,1,2,3,3,-9,5,5,0
438,Male,White,3.0,2,1,6,0,6,4,-9,6,6,0
439,Male,White,3.3,1,1,2,2,5,4,-9,6,6,1
440,Male,White,3.5,2,1,1,1,3,2,-9,5,5,0
441,Female,White,3.8,3,3,4,1,3,3,-9,6,6,1
442,Male,White,3.3,4,3,3,2,6,4,-9,6,6,0
443,Male,White,2.5,9,2,5,4,3,3,-9,6,6,0
444,Male,Black,2.3,1,1,2,2,3,2,-3,98,2,0
445,Female,Black,4.0,9,1,5,0,4,4,-9,7,6,1
446,Female,Black,2.5,3,1,2,1,3,2,-9,5,5,0
447,Female,White,4.0,4,2,4,2,2,2,-9,5,5,0
448,Female,White,3.0,4,1,7,2,2,3,-9,6,6,1
449,Male,White,4.0,2,3,3,1,6,4,-9,5,5,0
450,Male,White,3.5,9,2,0,98,2,2,-9,6,6,1
451,Female,White,1.6,1,4,4,0,4,4,-9,4,4,1
452,Male,White,2.5,3,98,1,0,3,2,-9,4,4,0
453,Male,White,4.0,4,4,2,3,2,1,-9,5,5,1
454,Female,Black,3.0,3,6,7,2,3,2,-9,7,5,0
455,Male,White,2.8,3,2,3,0,3,1,-9,7,7,1
456,Female,White,2.8,2,3,2,1,3,2,-9,6,6,1
457,Male,White,2.3,3,3,0,0,3,2,-9,3,3,0
458,Male,White,3.0,3,3,2,0,2,1,-9,3,3,1
459,Male,White,9.9,1,98,96,0,99,4,-9,99,99,1
460,Female,White,2.8,2,0,3,4,3,1,-3,5,5,1
461,Male,Black,2.5,3,3,3,3,1,1,-3,4,6,1
462,Female,White,3.5,3,5,2,1,4,3,-9,6,5,1
463,Male,White,2.3,9,99,99,99,2,8,-3,2,2,0
464,Female,White,3.0,4,1,5,0,5,4,-9,6,6,1
465,Female,White,3.0,9,3,1,0,3,1,-9,5,5,1
466,Male,White,3.8,4,3,1,3,3,3,-9,5,5,0
467,Female,Black,3.0,3,4,6,2,2,1,-9,2,4,0
468,Female,Black,2.5,1,1,1,0,3,2,-9,5,5,0
469,Female,White,3.8,4,1,4,1,3,2,-9,5,7,1
470,Male,White,4.0,3,4,6,0,4,3,-9,5,7,0
471,Female,White,3.3,3,1,2,2,2,2,-9,7,5,1
472,Female,White,3.8,4,1,6,0,4,4,-9,5,5,1
473,Female,White,2.1,2,1,98,2,2,3,-3,5,5,1
474,Male,Black,2.5,1,1,3,2,3,2,-9,6,6,0
475,Male,White,1.8,1,1,1,0,3,3,-9,6,6,0
476,Male,White,2.0,4,1,3,0,6,4,-9,5,5,0
477,Male,White,3.7,4,1,2,2,4,3,-9,6,6,0
478,Male,White,9.9,4,0,0,0,99,8,-9,99,99,1
479,Male,White,3.8,4,3,4,2,5,4,-3,6,6,1
480,Female,White,3.5,2,2,2,2,3,3,-9,6,6,0
481,Male,White,2.5,3,2,0,5,4,4,-9,5,5,0
482,Female,White,3.0,4,1,2,2,4,4,-9,6,6,0
483,Female,White,3.8,2,5,5,3,3,2,-9,5,5,0
484,Female,Black,3.8,4,4,7,0,3,3,-9,6,6,0
485,Male,White,3.8,4,1,3,2,3,2,-9,6,6,1
486,Male,White,3.0,2,0,3,4,5,4,-9,5,5,0
487,Female,White,2.8,2,6,1,0,2,2,-9,98,98,0
488,Female,Black,2.8,2,4,3,1,2,1,-9,98,98,1
489,Male,White,3.8,4,2,1,5,2,3,-9,5,5,1
490,Female,White,2.0,4,1,1,0,4,4,-9,6,6,1
491,Male,White,3.3,4,1,4,0,3,3,-9,5,5,0
492,Female,White,2.3,9,1,4,2,4,4,-9,6,6,1
493,Male,White,2.3,2,0,1,0,3,3,-9,5,5,0
494,Male,White,1.8,2,1,2,2,4,4,-9,5,5,0
495,Female,White,1.5,9,99,99,99,3,8,-9,7,2,0
496,Female,White,3.0,9,1,0,2,3,2,-3,6,6,1
497,Male,White,3.0,1,2,1,4,2,1,-9,5,5,1
498,Male,White,2.1,1,2,1,1,4,4,-3,3,5,0
499,Male,White,2.3,1,2,2,0,4,4,-9,5,5,0
500,Male,White,2.5,4,3,6,0,3,3,-9,5,5,0
501,Female,White,2.5,3,1,1,0,2,3,-9,5,5,0
502,Female,White,3.5,9,99,99,99,1,8,-3,5,5,0
503,Female,White,2.3,3,3,4,0,2,3,-9,5,5,1
504,Female,White,1.3,1,2,1,0,3,2,-9,98,98,0
505,Female,White,3.5,4,2,5,2,6,4,-9,5,5,0
506,Male,White,4.0,4,2,3,2,5,4,-3,6,6,0
507,Female,White,2.8,9,99,99,99,1,1,-9,4,4,0
508,Female,White,2.3,3,1,2,2,3,4,-9,6,6,0
509,Male,White,2.4,3,1,2,1,5,4,-9,5,5,0
510,Male,White,3.3,4,1,2,0,4,4,-9,5,5,1
511,Male,White,2.0,1,1,2,1,3,1,-3,2,2,0
512,Male,White,1.8,1,1,1,0,3,3,-9,6,6,0
513,Female,White,3.5,4,3,6,4,6,4,-9,6,6,1
514,Male,White,1.5,2,1,2,3,3,3,-9,5,5,0
515,Female,White,3.5,3,1,0,2,3,2,-9,7,7,0
516,Female,White,3.5,3,3,4,2,4,3,-9,6,4,1
517,Female,White,2.5,4,1,1,0,3,2,-9,5,5,1
518,Male,White,3.3,3,2,4,3,3,1,-9,5,5,0
519,Male,White,2.8,4,3,2,1,3,2,-9,5,5,0
520,Female,Black,2.5,1,1,1,0,3,2,-9,5,5,0
521,Female,White,2.8,3,2,4,4,3,1,-9,7,7,0
522,Male,White,1.5,2,2,1,1,4,4,-9,4,4,0
523,Male,White,3.8,3,6,2,3,3,3,-9,6,6,0
524,Male,White,2.5,4,3,3,4,4,4,-9,7,4,0
525,Male,White,3.5,3,3,4,4,3,4,-9,98,5,0
526,Male,White,3.0,4,4,3,2,5,4,-9,6,6,1
527,Male,White,3.0,3,1,1,0,3,3,-9,5,5,0
528,Female,Black,3.5,1,1,1,3,2,1,-9,5,5,0
529,Male,White,3.8,4,2,3,1,5,4,-9,4,4,1
530,Male,Black,2.8,1,1,1,3,3,1,-9,3,3,1
531,Female,White,4.0,4,2,5,2,3,2,-9,5,5,1
532,Female,White,3.5,4,2,5,3,4,4,-9,5,5,1
533,Male,White,3.3,4,3,2,3,2,3,-3,5,5,1
534,Male,White,2.0,2,1,1,0,5,4,-9,5,5,0
535,Female,White,3.7,3,6,2,2,3,2,-9,5,5,1
536,Male,White,2.0,2,5,0,3,2,1,-9,4,4,1
537,Female,White,4.0,4,1,3,3,3,2,-9,6,5,1
538,Female,White,3.3,2,7,1,0,3,1,-9,4,4,1
539,Female,Black,2.3,3,4,5,2,4,3,-9,6,6,1
540,Male,White,2.6,2,98,7,3,5,4,-9,6,6,0
541,Male,White,2.0,4,2,4,2,5,4,-3,5,5,1
542,Male,Black,2.3,1,1,1,0,1,1,-9,2,2,0
543,Male,White,2.5,3,2,2,0,3,2,-9,5,5,0
544,Female,White,3.0,4,2,2,1,2,2,-9,5,5,1
545,Female,White,2.8,1,2,1,0,4,3,-9,6,6,1
546,Female,White,3.8,3,3,1,2,4,3,-9,5,5,1
547,Female,Black,2.3,3,1,2,0,2,1,-3,3,5,0
548,Male,White,2.0,9,3,3,0,3,3,-3,7,3,1
549,Female,White,3.5,1,1,2,0,3,2,-9,98,98,0
550,Male,White,2.3,3,7,4,1,3,3,-9,98,98,0
551,Female,White,2.8,3,2,5,1,6,4,-3,6,6,0
552,Female,White,3.8,4,2,3,2,4,4,-3,98,98,1
553,Male,Black,9.9,2,0,1,0,99,2,-3,99,99,0
554,Female,White,4.0,4,3,5,2,4,4,-9,5,5,1
555,Male,White,3.8,4,2,5,2,3,3,-9,6,6,1
556,Female,White,2.5,3,3,2,2,3,2,-3,5,5,1
557,Female,White,3.5,4,1,2,3,4,4,-9,6,6,0
558,Male,Black,3.0,4,1,2,3,5,4,-9,5,5,1
559,Female,White,2.5,3,1,3,0,3,3,-9,5,5,0
560,Male,White,3.5,3,3,3,2,6,4,-9,6,6,1
561,Male,Black,3.0,2,2,1,2,3,2,-9,5,5,0
562,Male,Black,2.3,2,1,6,0,3,2,-9,5,5,1
563,Female,Black,3.5,4,1,2,2,3,3,-9,6,6,1
564,Female,White,3.0,2,3,6,0,2,3,-9,7,7,0
565,Female,White,1.9,1,2,3,1,3,2,-9,98,98,0
566,Female,White,4.0,3,3,3,1,2,2,-9,6,6,1
567,Male,White,3.8,4,1,3,4,6,4,-9,6,6,1
568,Female,White,3.0,3,1,3,0,3,2,-9,6,6,1
569,Female,White,2.3,3,1,1,2,3,1,-9,5,5,0
570,Male,White,4.0,4,4,7,5,3,2,-9,5,5,1
571,Male,White,2.4,2,99,99,99,2,2,-9,2,2,0
572,Female,White,3.0,3,1,1,2,4,3,-9,5,5,0
573,Male,White,3.5,9,99,99,99,6,8,-3,6,6,0
574,Female,Black,4.0,2,0,1,1,2,1,-9,6,6,0
575,Male,Black,3.3,1,3,3,2,3,3,-9,5,5,0
576,Female,White,3.3,1,0,2,3,3,3,-9,5,5,1
577,Female,White,3.0,3,3,4,1,3,3,-9,4,4,1
578,Male,White,3.5,3,2,2,0,6,4,-3,4,5,1
579,Female,White,4.0,4,3,7,1,3,3,-9,7,6,1
580,Female,White,3.0,2,1,1,4,3,2,-9,5,5,1
581,Female,White,2.0,4,2,7,0,5,4,-3,6,6,1
582,Male,White,2.5,1,0,2,3,2,1,-9,98,98,0
583,Female,White,1.8,4,2,4,0,3,3,-3,6,6,1
584,Male,White,2.4,3,2,0,0,3,3,-9,4,4,1
585,Male,White,2.5,3,2,4,1,6,4,-9,6,6,1
586,Female,White,2.8,3,2,3,1,3,3,-9,98,98,0
587,Male,Black,9.9,1,98,1,0,99,1,-3,99,99,0
588,Female,White,3.5,2,4,1,0,2,1,-9,4,4,1
589,Male,White,2.3,3,6,0,4,2,2,-9,5,5,1
590,Female,Black,4.0,2,0,1,1,2,1,-9,6,6,0
591,Male,White,2.0,2,0,1,2,3,2,-9,5,5,0
592,Male,White,3.5,3,1,2,2,3,4,-9,98,98,0
593,Female,White,3.8,3,2,3,4,1,1,-9,5,5,1
594,Female,White,1.5,2,3,1,0,3,2,-9,98,98,0
595,Female,White,3.8,4,3,4,2,3,3,-9,5,5,0
596,Male,Black,9.9,1,1,1,1,99,8,-9,99,99,1
597,Male,White,1.6,2,98,3,0,3,2,-9,4,4,0
598,Female,White,2.5,2,7,3,1,5,4,-9,7,4,0
599,Female,White,2.8,2,1,2,2,3,3,-9,5,5,1
600,Female,White,3.0,3,2,4,4,3,3,-9,5,5,0
601,Male,White,3.8,4,4,3,0,4,4,-9,6,5,1
602,Female,White,2.5,3,1,1,0,2,3,-9,5,5,0
603,Male,White,3.8,4,1,1,1,4,4,-9,5,5,0
604,Male,White,3.3,2,0,1,4,4,3,-9,6,6,0
605,Female,White,2.8,4,2,3,1,4,4,-3,98,98,1
606,Female,Black,2.8,2,2,1,2,2,3,-9,5,5,0
607,Male,White,9.9,3,2,5,0,99,1,-9,99,99,0
608,Male,White,4.0,4,1,2,4,4,4,-9,6,6,1
609,Female,White,4.0,4,2,6,2,6,4,-9,6,6,1
610,Female,White,3.0,2,3,2,2,2,1,-9,5,4,1
611,Male,White,2.3,9,3,5,4,1,1,-9,5,5,1
612,Female,White,2.8,3,4,4,1,5,4,-9,4,4,1
613,Male,White,9.9,2,1,0,0,99,4,-3,99,99,0
614,Female,White,3.5,3,1,2,0,1,1,-3,5,5,1
615,Female,White,3.3,4,2,3,4,4,3,-9,5,5,1
616,Female,White,4.0,9,1,1,4,5,4,-9,6,6,1
617,Female,White,9.9,3,4,3,2,99,8,-9,99,99,0
618,Male,White,2.8,4,1,7,3,4,4,-9,5,5,1
619,Male,White,2.8,2,2,4,1,2,2,-3,5,5,1
620,Female,Black,3.8,9,2,4,1,1,1,-9,4,4,1
621,Male,White,2.3,3,2,1,0,3,2,-9,7,5,0
622,Male,White,3.3,4,1,2,3,4,4,-9,5,5,0
623,Female,White,3.8,4,1,2,0,2,1,-3,5,5,0
624,Female,White,3.5,2,1,7,3,3,1,-9,5,6,0
625,Male,Black,2.5,1,1,3,1,2,1,-3,3,3,0
626,Female,White,2.5,2,1,2,0,5,4,-9,4,4,0
627,Male,White,3.0,2,2,0,0,2,2,-9,5,5,0
628,Female,White,2.5,1,3,2,0,2,1,-9,3,4,1
629,Male,White,3.3,1,3,2,2,3,2,-9,4,4,1
630,Female,White,3.8,4,1,5,2,2,2,-9,5,5,1
631,Female,Black,3.5,3,3,6,3,3,3,-9,5,5,0
632,Male,White,3.0,2,1,3,3,2,3,-9,7,7,0
633,Male,White,3.0,4,2,1,5,4,3,-9,6,6,1
634,Female,Black,2.5,2,0,7,0,3,2,-9,6,6,0
635,Male,White,2.8,4,1,1,0,4,4,-9,6,6,0
636,Female,White,3.0,3,1,1,1,4,4,-9,5,5,1
637,Female,White,3.0,2,1,3,0,3,3,-9,5,5,1
638,Female,Black,3.0,2,1,1,1,2,2,-9,5,5,0
639,Female,White,4.0,4,2,0,3,5,4,-9,5,5,1
640,Female,Black,2.8,4,2,3,4,3,3,-3,98,98,0
641,Female,White,2.5,1,3,2,1,3,4,-9,7,7,1
642,Male,White,2.5,4,5,2,3,3,3,-9,5,5,0
643,Female,White,3.0,3,2,3,0,4,2,-9,5,5,1
644,Female,White,2.5,2,99,99,99,3,1,-3,5,5,0
645,Male,White,2.3,2,1,1,2,4,4,-9,7,7,1
646,Female,White,3.3,4,2,3,2,4,3,-9,6,6,1
647,Male,White,2.3,9,99,99,99,2,8,-3,2,2,0
648,Male,White,3.3,3,3,6,4,4,4,-9,6,6,0
649,Male,White,3.0,3,1,2,4,4,4,-9,5,5,0
650,Male,White,4.0,4,7,1,4,4,4,-9,5,5,1
651,Female,White,9.8,1,0,2,0,2,2,-9,5,5,0
652,Female,White,4.0,4,2,4,3,5,4,-9,6,6,1
653,Male,White,2.8,2,5,3,3,2,1,-9,4,5,1
654,Male,Black,9.9,6,99,99,99,99,9,-9,99,99,0
655,Female,Black,3.8,4,3,3,2,3,2,-9,6,6,0
656,Female,Black,4.0,2,96,96,1,2,1,-3,6,6,1
657,Male,White,3.3,2,2,4,2,2,2,-9,4,5,1
658,Male,White,2.5,2,1,3,0,4,3,-9,4,4,1
659,Male,Black,9.8,1,0,3,0,3,1,-9,4,4,0
660,Female,White,3.0,3,1,4,2,3,3,-9,5,5,0
661,Female,White,3.8,4,2,7,3,3,4,-9,7,3,1
662,Female,Black,2.0,1,0,1,0,1,1,-9,7,4,0
663,Female,Black,3.8,3,1,4,3,5,4,-9,6,6,1
664,Male,White,2.5,3,3,1,2,4,4,-9,6,5,1
665,Male,White,2.8,4,3,3,1,2,1,-3,5,5,0
666,Male,White,3.7,4,2,6,2,6,4,-9,6,7,1
667,Male,White,3.0,4,1,2,1,5,4,-9,6,6,0
668,Male,Black,2.5,1,2,1,98,3,2,-9,6,6,0
669,Female,White,3.0,1,1,2,1,5,4,-9,4,5,1
670,Male,White,2.8,4,7,3,2,3,3,-9,4,5,0
671,Male,White,4.0,4,1,5,4,4,4,-9,5,5,1
672,Male,White,4.0,4,2,3,2,5,4,-3,6,6,0
673,Male,White,2.5,9,2,1,0,3,3,-3,6,5,0
674,Female,White,4.0,4,1,3,3,3,3,-9,6,6,1
675,Female,White,3.8,9,2,2,1,3,2,-9,5,5,0
676,Male,White,3.0,2,1,2,3,3,2,-9,4,4,1
677,Female,Black,9.9,9,3,3,2,99,8,-9,99,99,1
678,Male,Black,1.8,2,2,2,0,4,2,-9,5,5,1
679,Male,White,4.0,4,5,6,0,2,2,-9,5,5,0
680,Female,Black,9.9,2,98,1,0,99,3,-9,99,99,0
681,Female,White,3.5,3,2,4,0,5,4,-9,7,5,1
682,Male,White,3.8,4,1,1,1,4,4,-9,5,5,0
683,Female,White,4.0,4,2,5,3,5,4,-9,6,6,1
684,Female,Black,3.8,4,3,3,2,3,2,-9,6,6,0
685,Male,White,3.5,4,4,4,5,4,4,-9,5,5,1
686,Female,White,3.0,4,2,3,2,3,3,-9,5,5,1
687,Male,Black,3.5,3,2,5,4,2,1,-9,4,4,0
688,Female,White,3.8,3,1,2,5,4,3,-9,5,5,1
689,Female,White,2.0,3,2,0,0,3,2,-9,1,5,1
690,Female,White,3.3,3,0,2,3,2,2,-3,3,4,0
691,Female,White,2.8,3,0,2,0,3,4,-9,5,5,0
692,Female,White,4.0,3,1,1,1,3,3,-9,6,6,1
693,Male,White,3.8,4,1,3,5,4,4,-9,6,6,1
694,Female,Black,2.5,2,1,2,0,2,1,-9,3,3,0
695,Female,White,3.0,1,3,1,0,3,2,-9,6,6,1
696,Male,White,2.8,4,2,3,4,3,3,-9,6,6,0
697,Female,White,3.0,3,2,1,4,4,4,-9,4,4,1
698,Female,White,2.5,9,2,5,0,3,3,-9,5,5,0
699,Female,White,2.5,3,1,4,3,4,4,-9,6,6,1
700,Female,White,3.0,2,1,1,0,3,2,-9,5,5,0
701,Male,White,2.5,2,3,1,3,1,1,-9,3,3,0
702,Female,White,3.8,4,1,7,4,4,4,-9,6,5,1
703,Male,White,3.3,9,99,99,99,3,8,-9,98,98,1
704,Female,White,1.8,2,1,2,2,3,2,-9,7,7,1
705,Female,White,4.0,3,2,5,3,4,2,-3,7,7,1
706,Female,White,3.5,3,1,3,0,3,2,-9,5,6,1
707,Male,White,2.5,1,1,2,98,4,3,-9,98,98,0
708,Female,White,3.3,3,1,2,1,3,2,-9,98,6,0
709,Male,White,2.8,4,2,1,2,2,1,-9,5,5,1
710,Female,Black,4.0,4,2,7,0,5,4,-9,5,5,1
711,Male,White,3.5,4,3,0,0,5,4,-9,6,6,1
712,Male,White,2.0,2,1,98,2,2,1,-9,5,5,1
713,Female,Black,2.5,1,96,96,2,1,1,-9,6,6,0
714,Female,White,3.3,3,2,2,2,3,1,-9,7,5,0
715,Female,White,2.5,3,3,4,2,4,4,-9,6,6,0
716,Female,Black,3.5,9,1,6,3,5,4,-9,5,5,0
717,Male,White,3.5,4,1,2,4,3,2,-9,5,5,0
718,Male,Black,2.5,1,1,2,0,2,1,-3,98,98,1
719,Female,White,2.3,2,3,2,0,3,3,-9,3,3,1
720,Female,White,2.5,2,4,3,5,2,1,-9,5,5,1
721,Female,White,3.8,4,7,6,0,3,2,-9,5,5,1
722,Female,Black,3.8,1,1,2,3,2,1,-9,98,5,0
723,Female,White,4.0,4,3,4,3,6,4,-9,6,6,1
724,Female,White,4.0,4,2,5,2,5,4,-9,5,5,1
725,Male,White,2.3,1,3,1,3,4,4,-9,5,5,0
726,Male,White,2.8,4,1,1,1,6,4,-9,5,5,0
727,Male,White,3.0,3,1,2,0,3,2,-9,6,6,1
728,Female,White,1.8,1,2,3,4,2,2,-9,4,6,0
729,Female,White,2.3,2,1,1,0,3,3,-9,6,5,1
730,Female,White,3.8,4,1,7,3,3,3,-9,5,5,0
731,Male,White,3.8,4,2,3,4,2,1,-9,3,4,1
732,Male,Black,2.3,1,1,1,1,3,2,-3,5,5,0
733,Male,White,2.0,3,0,1,0,2,2,-3,6,6,1
734,Male,White,3.5,2,3,3,0,2,3,-9,5,5,0
735,Male,White,4.0,3,2,2,0,3,3,-9,4,4,1
736,Male,White,3.3,4,3,3,4,3,3,-9,7,5,0
737,Female,White,3.3,1,2,3,0,2,1,-3,3,3,1
738,Male,Black,3.0,3,1,2,2,5,3,-9,6,6,0
739,Male,White,4.0,4,3,6,0,6,4,-9,6,6,1
740,Female,White,2.3,3,2,4,0,2,1,-9,4,4,1
741,Male,Black,2.5,9,2,3,0,3,2,-9,6,6,0
742,Female,White,3.8,3,1,2,1,5,4,-9,5,5,1
743,Female,White,3.8,4,2,1,1,6,4,-9,5,5,1
744,Female,White,4.0,4,5,4,3,3,3,-9,5,5,1
745,Female,White,2.5,9,99,99,99,4,8,-3,98,98,1
746,Female,White,2.0,3,3,4,1,3,3,-9,6,6,1
747,Female,Black,3.8,4,1,2,2,3,2,-9,7,5,0
748,Female,White,2.8,1,2,3,3,2,2,-3,4,4,0
749,Male,White,3.3,4,2,4,0,3,4,-9,3,3,1
750,Female,White,4.0,4,3,4,1,5,4,-9,5,5,1
751,Male,White,2.3,2,0,1,0,3,3,-9,5,5,0
752,Male,White,3.5,4,3,2,4,3,3,-3,5,5,1
753,Female,White,2.5,3,2,2,3,2,1,-9,5,5,0
754,Male,White,9.9,4,2,1,0,99,3,-9,99,99,0
755,Female,White,2.0,1,2,1,0,3,3,-9,5,5,0
756,Female,White,3.8,4,4,3,3,5,4,-9,6,6,1
757,Male,White,2.5,4,2,1,0,2,1,-3,7,7,0
758,Female,White,9.9,3,6,0,0,99,1,-3,99,99,0
759,Male,Black,9.9,1,0,2,98,99,8,-9,99,99,0
760,Female,White,3.0,3,3,5,2,4,4,-9,5,5,1
761,Male,White,9.9,3,2,5,0,99,1,-9,99,99,0
762,Male,White,3.5,4,4,3,4,2,1,-9,5,5,1
763,Male,White,2.3,4,1,0,0,4,4,-9,5,5,0
764,Male,White,3.3,3,1,3,4,6,4,-9,98,98,0
765,Female,White,3.5,4,3,2,1,4,4,-9,5,5,0
766,Female,White,3.0,3,2,1,1,3,3,-9,5,5,1
767,Female,Black,1.5,9,99,99,99,3,2,-9,5,5,0
768,Female,White,3.0,2,1,2,3,2,1,-9,4,4,1
769,Male,Black,4.0,4,1,2,1,3,4,-9,5,5,0
770,Female,White,2.5,2,1,3,0,3,2,-9,2,2,0
771,Male,White,3.0,2,2,1,2,3,2,-9,5,5,0
772,Male,White,3.3,4,2,6,3,4,4,-9,5,5,1
773,Male,White,3.0,4,2,2,3,3,3,-9,5,5,0
774,Male,Black,4.0,9,99,99,99,6,8,-9,6,5,0
775,Male,White,2.3,9,99,99,99,4,8,-9,6,5,1
776,Male,White,9.9,1,0,3,1,99,8,-9,99,99,0
777,Male,White,2.3,3,6,2,1,3,3,-9,4,4,0
778,Male,White,2.5,2,1,1,1,3,3,-9,5,5,0
779,Male,White,9.9,6,99,99,99,99,9,-9,99,99,1
780,Male,White,3.5,4,4,5,3,6,4,-9,5,5,1
781,Male,White,3.5,4,3,2,2,5,4,-9,6,6,1
782,Female,White,4.0,4,7,4,3,5,4,-9,3,3,1
783,Female,White,2.8,3,1,2,4,5,4,-9,5,6,0
784,Female,White,2.8,3,2,1,0,2,2,-9,5,5,0
785,Male,White,3.3,9,2,3,3,3,3,-9,5,5,0
786,Female,White,3.8,3,1,2,1,3,4,-9,5,4,1
787,Male,White,3.5,3,3,2,0,3,3,-9,5,5,1
788,Female,White,3.5,3,1,4,4,1,1,-3,4,4,1
789,Female,Black,3.0,2,1,1,2,1,1,-9,5,5,1
790,Female,White,3.5,3,1,2,1,3,3,-9,5,5,0
791,Male,White,2.5,4,3,1,0,4,4,-9,5,5,1
792,Male,White,2.0,9,99,99,99,3,3,-3,7,7,1
793,Male,White,3.3,3,1,1,0,2,3,-9,5,7,0
794,Female,White,9.9,6,99,99,99,99,9,-9,99,99,1
795,Male,White,3.8,4,2,4,0,3,4,-9,5,5,1
796,Male,Black,2.5,1,1,3,1,2,1,-3,3,3,0
797,Female,White,3.0,2,1,0,0,3,1,-3,2,1,0
798,Female,White,3.8,4,2,4,2,3,2,-9,6,5,1
799,Male,Black,3.3,3,1,2,0,3,3,-3,5,6,1
800,Male,White,2.5,3,2,2,2,3,3,-9,4,4,0
801,Female,White,4.0,4,2,6,1,5,4,-9,5,5,1
802,Male,White,3.0,2,7,3,2,5,4,-9,6,6,1
803,Female,White,3.3,3,1,0,3,4,3,-9,5,5,1
804,Female,Black,2.0,1,98,2,0,3,2,-9,6,6,0
805,Female,Black,3.3,3,0,3,0,3,2,-3,7,5,0
806,Male,White,2.8,9,6,2,2,4,3,-9,5,5,1
807,Female,White,3.5,3,2,6,1,5,4,-9,5,5,0
808,Female,White,3.3,2,3,0,1,4,3,-9,6,5,1
809,Female,White,4.0,9,5,7,4,5,4,-9,6,6,1
810,Female,White,2.5,3,1,2,0,2,2,-9,4,4,1
811,Female,White,3.3,3,2,2,1,3,3,-9,5,5,1
812,Male,Black,3.5,1,1,1,2,3,3,-9,6,6,0
813,Male,Black,3.3,1,3,1,0,3,2,-9,5,4,0
814,Female,White,3.5,4,1,2,0,3,3,-3,5,5,1
815,Female,Black,2.4,1,0,0,0,2,1,-9,5,5,0
816,Male,White,9.9,4,0,3,4,99,3,-9,99,99,0
817,Male,White,4.0,4,7,4,4,4,4,-9,6,6,1
818,Male,White,2.8,2,3,2,0,5,4,-3,5,5,1
819,Female,White,2.5,2,0,1,2,2,3,-9,3,3,1
820,Female,Black,2.5,1,98,2,3,2,1,-3,98,6,0
821,Female,White,0.5,2,0,2,0,2,1,-9,2,2,1
822,Male,White,2.9,3,6,6,1,3,3,-9,5,5,0
823,Male,White,3.0,3,96,98,3,3,4,-3,5,5,1
824,Male,Black,2.8,2,3,1,0,3,2,-9,98,5,0
825,Female,White,3.8,4,1,2,3,4,4,-9,6,6,1
826,Female,White,3.0,4,1,2,2,4,3,-9,5,5,1
827,Male,White,3.0,3,0,4,0,6,4,-3,5,5,1
828,Male,White,3.0,4,2,4,4,4,4,-9,4,4,0
829,Female,White,4.0,4,2,5,3,4,4,-9,6,6,1
830,Male,White,2.5,3,3,2,1,3,4,-9,5,5,0
831,Male,Black,9.9,9,0,1,0,99,3,-3,99,99,0
832,Female,Black,2.4,1,0,0,0,2,1,-9,5,5,0
833,Male,White,2.5,2,1,2,4,6,4,-9,5,5,1
834,Male,White,3.0,4,2,0,0,1,1,-9,5,5,1
835,Female,White,2.8,2,3,3,4,5,4,-9,6,6,0
836,Male,White,2.8,4,7,3,2,3,3,-9,4,5,0
837,Male,White,2.0,1,98,2,1,3,2,-9,4,4,1
838,Female,White,2.5,2,4,2,4,2,2,-9,5,5,1
839,Female,Black,2.5,9,2,3,2,3,2,-3,98,98,0
840,Male,Black,2.3,2,98,1,0,2,2,-3,3,6,0
841,Female,White,2.5,9,0,2,0,2,2,-3,5,5,0
842,Male,White,1.8,3,1,4,2,4,4,-9,6,6,1
843,Female,White,3.5,9,3,3,0,2,3,-9,6,6,1
